timestamp,vehicle_id,vehicle_type,engine_type,engine_cc,gear,speed_kmph,rpm,engine_temp_c,oil_pressure_psi,vibration
2024-01-03T10:28:11,VH_01,Car,Petrol,1500.0,3,56.29,2694.5,89.2,52.9,2.88
2024-01-03T10:30:47,VH_01,Car,Petrol,1500.0,4,71.24,2417.9,87.6,45.5,4.0
2024-01-03T10:42:08,VH_01,Car,Petrol,1500.0,3,67.04,2534.0,79.9,56.4,3.03
2024-01-03T11:11:53,VH_01,Car,Petrol,1500.0,1,15.23,1846.5,96.2,48.2,2.75
2024-01-04T08:00:40,VH_01,Car,Petrol,1500.0,1,21.83,1599.3,84.3,48.2,3.26
2024-01-04T08:18:51,VH_01,Car,Petrol,1500.0,3,51.0,2714.2,93.3,49.5,2.91
2024-01-04T08:31:12,VH_01,Car,Petrol,1500.0,1,28.81,1456.5,90.5,49.1,2.91
2024-01-04T08:49:26,VH_01,Car,Petrol,1500.0,5,87.63,1644.4,87.2,40.3,5.15
2024-01-04T09:01:31,VH_01,Car,Petrol,1500.0,3,58.81,2538.8,90.8,55.1,3.84
2024-01-04T09:03:32,VH_01,Car,Petrol,1500.0,4,63.57,1726.1,104.2,50.7,3.66
2024-01-04T09:33:12,VH_01,Car,Petrol,1500.0,5,82.77,1619.2,88.0,53.4,5.05
2024-01-04T09:34:45,VH_01,Car,Petrol,1500.0,2,47.63,1679.9,93.2,51.9,2.94
2024-01-04T09:48:14,VH_01,Car,Petrol,1500.0,2,41.47,1912.8,85.9,46.1,4.25
2024-01-04T09:55:45,VH_01,Car,Petrol,1500.0,5,84.64,2252.5,86.8,70.3,4.59
2024-01-04T09:58:47,VH_01,Car,Petrol,1500.0,2,35.28,2045.0,96.4,53.5,2.06
2024-01-04T10:10:12,VH_01,Car,Petrol,1500.0,2,41.48,1975.3,93.5,46.3,3.16
2024-01-04T10:25:58,VH_01,Car,Petrol,1500.0,5,86.16,1559.8,99.8,53.4,4.83
2024-01-04T10:53:11,VH_01,Car,Petrol,1500.0,4,81.71,2504.1,87.7,58.5,4.29
2024-01-04T11:10:16,VH_01,Car,Petrol,1500.0,3,55.47,2389.0,88.2,61.2,3.89
2024-01-04T11:14:22,VH_01,Car,Petrol,1500.0,5,88.49,2077.0,89.5,52.4,3.53
2024-01-05T08:38:31,VH_01,Car,Petrol,1500.0,2,35.15,1790.1,84.4,35.3,2.68
2024-01-05T08:53:57,VH_01,Car,Petrol,1500.0,1,19.66,1509.5,80.7,43.1,3.0
2024-01-05T09:27:28,VH_01,Car,Petrol,1500.0,5,94.57,1903.1,95.6,53.0,4.33
2024-01-05T09:32:39,VH_01,Car,Petrol,1500.0,2,47.32,2268.4,81.8,48.8,2.58
2024-01-05T09:51:34,VH_01,Car,Petrol,1500.0,3,57.82,2414.2,92.3,59.1,4.02
2024-01-05T10:03:22,VH_01,Car,Petrol,1500.0,1,33.42,1474.0,85.2,44.3,2.98
2024-01-05T10:19:26,VH_01,Car,Petrol,1500.0,1,19.03,1559.9,91.5,52.8,2.52
2024-01-05T10:24:32,VH_01,Car,Petrol,1500.0,5,84.29,1837.2,88.2,55.3,4.79
2024-01-05T10:27:11,VH_01,Car,Petrol,1500.0,1,25.31,1617.7,93.3,47.0,1.9
2024-01-05T10:32:27,VH_01,Car,Petrol,1500.0,2,39.67,2305.3,91.5,46.6,2.42
2024-01-05T10:50:07,VH_01,Car,Petrol,1500.0,1,24.9,1570.1,87.4,48.2,3.05
2024-01-05T11:00:24,VH_01,Car,Petrol,1500.0,2,39.17,1812.0,86.1,43.2,3.65
2024-01-05T11:00:31,VH_01,Car,Petrol,1500.0,1,25.39,1183.2,86.3,47.5,1.71
2024-01-06T08:09:23,VH_01,Car,Petrol,1500.0,3,55.69,2529.1,96.8,45.1,3.27
2024-01-06T08:20:18,VH_01,Car,Petrol,1500.0,5,79.77,2096.3,85.0,51.4,3.85
2024-01-06T08:21:48,VH_01,Car,Petrol,1500.0,5,84.14,2142.7,103.2,58.6,4.32
2024-01-06T08:51:46,VH_01,Car,Petrol,1500.0,4,75.81,2411.5,96.0,44.2,4.08
2024-01-06T08:57:21,VH_01,Car,Petrol,1500.0,4,68.39,2028.6,67.5,39.9,1.76
2024-01-06T09:08:27,VH_01,Car,Petrol,1500.0,5,90.39,1805.5,83.0,65.8,4.55
2024-01-06T09:15:14,VH_01,Car,Petrol,1500.0,5,79.1,1769.2,80.8,41.2,4.64
2024-01-06T09:28:29,VH_01,Car,Petrol,1500.0,1,28.44,2005.4,82.3,42.6,3.02
2024-01-06T09:39:57,VH_01,Car,Petrol,1500.0,5,87.51,1929.7,109.2,55.8,3.34
2024-01-06T09:50:53,VH_01,Car,Petrol,1500.0,3,64.73,2032.0,96.4,38.9,2.85
2024-01-06T10:42:56,VH_01,Car,Petrol,1500.0,2,45.61,2270.0,85.3,55.7,3.04
2024-01-06T11:00:51,VH_01,Car,Petrol,1500.0,1,15.39,1880.2,84.7,41.5,1.74
2024-01-07T08:12:04,VH_01,Car,Petrol,1500.0,5,88.92,2197.8,84.8,62.6,2.68
2024-01-07T08:12:50,VH_01,Car,Petrol,1500.0,4,71.55,2813.3,84.1,47.5,4.08
2024-01-07T08:26:44,VH_01,Car,Petrol,1500.0,3,54.85,2221.9,89.6,27.3,2.78
2024-01-07T09:00:42,VH_01,Car,Petrol,1500.0,4,74.13,2412.0,84.6,59.0,5.08
2024-01-07T09:21:45,VH_01,Car,Petrol,1500.0,1,27.47,1462.6,82.8,52.2,2.6
2024-01-07T09:28:50,VH_01,Car,Petrol,1500.0,4,79.13,2717.1,96.7,49.1,4.47
2024-01-07T09:36:15,VH_01,Car,Petrol,1500.0,1,25.86,1723.5,86.7,47.3,2.78
2024-01-07T10:12:33,VH_01,Car,Petrol,1500.0,5,85.53,1506.1,84.5,48.7,2.83
2024-01-07T10:36:49,VH_01,Car,Petrol,1500.0,4,67.96,2121.2,92.5,56.1,2.75
2024-01-07T10:53:53,VH_01,Car,Petrol,1500.0,4,77.29,1747.4,83.6,43.5,4.76
2024-01-08T08:00:45,VH_01,Car,Petrol,1500.0,2,42.42,1941.5,97.5,52.6,2.72
2024-01-08T08:13:38,VH_01,Car,Petrol,1500.0,5,80.78,2387.5,86.0,47.1,4.45
2024-01-08T08:43:20,VH_01,Car,Petrol,1500.0,3,63.24,2145.0,75.7,48.1,4.0
2024-01-08T09:12:02,VH_01,Car,Petrol,1500.0,4,72.29,2286.2,78.3,41.2,4.59
2024-01-08T09:16:05,VH_01,Car,Petrol,1500.0,1,28.63,2026.5,87.5,45.9,2.07
2024-01-08T09:19:18,VH_01,Car,Petrol,1500.0,3,50.82,2824.2,95.8,53.2,3.45
2024-01-08T09:20:39,VH_01,Car,Petrol,1500.0,4,66.09,2113.4,93.8,48.2,5.0
2024-01-08T09:25:31,VH_01,Car,Petrol,1500.0,3,63.67,2313.1,86.1,45.5,4.33
2024-01-08T09:32:30,VH_01,Car,Petrol,1500.0,2,41.32,2069.8,91.6,49.1,2.73
2024-01-08T09:41:54,VH_01,Car,Petrol,1500.0,1,32.5,1763.5,86.0,55.4,2.16
2024-01-08T09:41:58,VH_01,Car,Petrol,1500.0,4,73.4,2255.4,86.8,48.1,3.74
2024-01-08T10:00:02,VH_01,Car,Petrol,1500.0,3,57.93,2537.6,87.0,50.9,3.88
2024-01-08T10:02:34,VH_01,Car,Petrol,1500.0,2,37.59,1703.1,89.9,51.8,3.25
2024-01-08T10:15:35,VH_01,Car,Petrol,1500.0,1,20.83,981.8,82.3,47.0,1.76
2024-01-08T10:37:06,VH_01,Car,Petrol,1500.0,4,74.44,2422.4,82.0,54.3,2.91
2024-01-08T11:01:50,VH_01,Car,Petrol,1500.0,5,83.05,1879.2,94.3,64.5,4.52
2024-01-09T08:04:21,VH_01,Car,Petrol,1500.0,2,33.53,2184.6,89.0,47.3,2.82
2024-01-09T08:08:54,VH_01,Car,Petrol,1500.0,4,72.86,2059.5,99.3,54.6,3.58
2024-01-09T08:10:12,VH_01,Car,Petrol,1500.0,1,19.86,1207.3,86.5,46.3,2.5
2024-01-09T08:10:54,VH_01,Car,Petrol,1500.0,5,85.13,2101.0,110.0,51.6,4.01
2024-01-09T08:17:33,VH_01,Car,Petrol,1500.0,5,85.27,1777.6,85.7,49.3,4.07
2024-01-09T08:29:45,VH_01,Car,Petrol,1500.0,4,73.18,2006.0,99.2,54.5,4.65
2024-01-09T08:33:41,VH_01,Car,Petrol,1500.0,4,67.98,2158.8,85.4,49.4,4.33
2024-01-09T08:37:24,VH_01,Car,Petrol,1500.0,4,81.8,2206.9,96.0,63.6,4.77
2024-01-09T08:43:29,VH_01,Car,Petrol,1500.0,2,32.92,2342.2,82.2,52.1,3.64
2024-01-09T09:03:42,VH_01,Car,Petrol,1500.0,1,14.37,1169.0,89.1,45.4,1.86
2024-01-09T10:05:30,VH_01,Car,Petrol,1500.0,5,75.69,1694.0,93.3,43.1,3.99
2024-01-09T10:13:43,VH_01,Car,Petrol,1500.0,5,85.43,1915.7,87.5,47.3,3.49
2024-01-09T10:44:28,VH_01,Car,Petrol,1500.0,2,34.16,1899.1,82.3,50.5,4.24
2024-01-09T11:01:41,VH_01,Car,Petrol,1500.0,1,16.67,1321.8,74.2,41.4,2.39
2024-01-09T11:06:08,VH_01,Car,Petrol,1500.0,5,91.35,1966.4,100.3,57.1,2.4
2024-01-09T11:10:42,VH_01,Car,Petrol,1500.0,3,58.01,2709.1,87.7,58.2,3.76
2024-01-09T11:16:18,VH_01,Car,Petrol,1500.0,5,87.83,2343.6,73.8,78.2,4.64
2024-01-10T08:46:23,VH_01,Car,Petrol,1500.0,2,41.89,2491.2,88.2,43.8,3.13
2024-01-10T09:37:19,VH_01,Car,Petrol,1500.0,5,79.65,2360.0,86.9,66.2,3.77
2024-01-10T10:03:50,VH_01,Car,Petrol,1500.0,5,80.28,1860.6,80.7,49.2,5.86
2024-01-10T10:17:15,VH_01,Car,Petrol,1500.0,5,80.38,1960.4,92.8,41.6,3.45
2024-01-10T10:31:44,VH_01,Car,Petrol,1500.0,1,20.37,1157.5,83.5,39.6,1.1
2024-01-10T10:38:06,VH_01,Car,Petrol,1500.0,3,53.37,2484.0,73.0,62.2,2.73
2024-01-11T08:05:18,VH_01,Car,Petrol,1500.0,1,12.96,1356.0,82.7,50.3,2.67
2024-01-11T08:27:34,VH_01,Car,Petrol,1500.0,1,21.04,1592.4,86.0,42.0,2.53
2024-01-11T08:33:16,VH_01,Car,Petrol,1500.0,1,24.43,1257.2,90.8,49.0,2.81
2024-01-11T09:17:08,VH_01,Car,Petrol,1500.0,4,79.08,2003.1,91.7,66.2,3.5
2024-01-11T09:20:21,VH_01,Car,Petrol,1500.0,5,84.0,2234.6,88.4,50.9,3.43
2024-01-11T09:38:41,VH_01,Car,Petrol,1500.0,1,23.27,1657.2,87.1,40.2,2.48
2024-01-11T09:43:24,VH_01,Car,Petrol,1500.0,2,35.43,2109.1,88.2,48.7,3.37
2024-01-11T09:53:28,VH_01,Car,Petrol,1500.0,2,39.18,2080.3,90.5,57.7,3.27
2024-01-11T10:11:05,VH_01,Car,Petrol,1500.0,3,57.51,2492.5,95.7,59.7,3.89
2024-01-11T10:22:59,VH_01,Car,Petrol,1500.0,2,35.45,2134.6,94.4,45.8,2.5
2024-01-11T10:27:16,VH_01,Car,Petrol,1500.0,5,82.57,2299.2,87.5,48.8,3.81
2024-01-11T11:05:35,VH_01,Car,Petrol,1500.0,5,85.46,1832.3,105.5,47.7,4.03
2024-01-11T11:09:26,VH_01,Car,Petrol,1500.0,4,71.32,2353.0,92.1,48.5,3.91
2024-01-11T11:13:05,VH_01,Car,Petrol,1500.0,1,31.37,1316.1,72.3,43.6,3.05
2024-01-12T08:05:06,VH_01,Car,Petrol,1500.0,3,63.14,2597.2,87.3,45.3,3.93
2024-01-12T08:14:55,VH_01,Car,Petrol,1500.0,2,42.46,2195.5,80.6,40.1,3.31
2024-01-12T08:53:53,VH_01,Car,Petrol,1500.0,5,82.54,2159.6,78.0,49.4,2.83
2024-01-12T09:24:30,VH_01,Car,Petrol,1500.0,3,56.78,2570.3,100.9,43.0,4.19
2024-01-12T09:47:07,VH_01,Car,Petrol,1500.0,4,71.16,1886.5,81.6,61.3,3.63
2024-01-12T10:09:30,VH_01,Car,Petrol,1500.0,4,71.95,2308.8,111.9,52.0,4.67
2024-01-12T10:36:30,VH_01,Car,Petrol,1500.0,5,84.1,2091.8,101.2,42.8,4.99
2024-01-12T10:47:29,VH_01,Car,Petrol,1500.0,3,65.22,2428.3,87.4,47.3,2.85
2024-01-12T10:55:13,VH_01,Car,Petrol,1500.0,5,90.3,2059.6,101.8,54.5,3.95
2024-01-12T10:55:41,VH_01,Car,Petrol,1500.0,1,22.35,959.4,88.4,41.7,1.58
2024-01-12T11:15:06,VH_01,Car,Petrol,1500.0,5,79.81,1556.7,104.4,41.8,3.28
2024-01-13T08:06:59,VH_01,Car,Petrol,1500.0,1,26.08,1404.2,84.1,39.5,1.9
2024-01-13T08:16:54,VH_01,Car,Petrol,1500.0,5,81.75,2103.2,100.4,67.1,3.6
2024-01-13T09:01:32,VH_01,Car,Petrol,1500.0,5,98.05,2163.6,92.5,52.5,2.9
2024-01-13T09:06:50,VH_01,Car,Petrol,1500.0,3,63.12,2531.9,88.2,60.5,1.64
2024-01-13T09:25:31,VH_01,Car,Petrol,1500.0,3,59.81,2328.8,84.2,53.3,3.11
2024-01-13T09:26:51,VH_01,Car,Petrol,1500.0,2,37.19,2050.7,78.9,57.3,4.08
2024-01-13T09:27:58,VH_01,Car,Petrol,1500.0,5,84.61,1955.8,85.8,37.6,3.22
2024-01-13T09:42:42,VH_01,Car,Petrol,1500.0,3,67.31,2735.3,84.0,49.7,5.75
2024-01-13T09:46:14,VH_01,Car,Petrol,1500.0,2,39.15,2192.9,70.9,54.9,1.96
2024-01-13T09:54:04,VH_01,Car,Petrol,1500.0,4,69.72,2116.7,103.0,50.8,4.1
2024-01-13T09:57:03,VH_01,Car,Petrol,1500.0,4,78.68,2883.1,103.1,56.5,4.48
2024-01-13T10:12:19,VH_01,Car,Petrol,1500.0,5,82.43,1672.0,83.4,47.3,3.31
2024-01-14T08:31:52,VH_01,Car,Petrol,1500.0,4,70.38,2205.9,97.5,49.5,4.26
2024-01-14T09:07:12,VH_01,Car,Petrol,1500.0,4,65.71,2548.9,75.4,49.3,3.7
2024-01-14T09:08:43,VH_01,Car,Petrol,1500.0,5,88.11,2178.2,90.8,46.6,4.37
2024-01-14T09:40:59,VH_01,Car,Petrol,1500.0,5,82.82,2098.4,101.1,55.7,4.64
2024-01-14T09:45:16,VH_01,Car,Petrol,1500.0,4,79.14,2447.4,97.2,39.4,5.18
2024-01-14T09:47:22,VH_01,Car,Petrol,1500.0,5,89.92,1988.3,97.3,50.7,2.77
2024-01-14T10:09:07,VH_01,Car,Petrol,1500.0,4,58.37,1827.3,77.3,56.1,3.12
2024-01-14T10:23:49,VH_01,Car,Petrol,1500.0,1,21.97,1561.5,89.1,49.3,2.21
2024-01-14T11:08:08,VH_01,Car,Petrol,1500.0,1,19.87,1779.1,82.2,44.0,1.66
2024-01-14T11:08:43,VH_01,Car,Petrol,1500.0,4,71.32,2278.4,85.5,55.4,3.62
2024-01-15T08:27:33,VH_01,Car,Petrol,1500.0,1,19.03,1788.3,77.8,50.8,2.51
2024-01-15T09:09:20,VH_01,Car,Petrol,1500.0,4,73.46,2098.9,101.3,43.4,4.49
2024-01-15T09:16:51,VH_01,Car,Petrol,1500.0,5,90.03,1856.1,94.1,73.0,3.72
2024-01-15T09:46:01,VH_01,Car,Petrol,1500.0,1,19.98,1365.7,84.9,50.9,2.77
2024-01-15T09:48:14,VH_01,Car,Petrol,1500.0,3,61.01,2351.9,79.1,47.0,4.55
2024-01-15T09:59:56,VH_01,Car,Petrol,1500.0,5,92.37,2110.1,92.8,55.0,3.98
2024-01-15T10:08:41,VH_01,Car,Petrol,1500.0,3,53.77,2540.1,88.9,55.0,4.17
2024-01-15T10:14:18,VH_01,Car,Petrol,1500.0,4,75.97,2245.0,92.0,55.5,4.95
2024-01-15T10:17:45,VH_01,Car,Petrol,1500.0,5,93.87,1947.7,87.0,59.4,3.32
2024-01-15T10:56:52,VH_01,Car,Petrol,1500.0,1,22.91,1828.0,88.7,45.4,1.7
2024-01-15T11:03:00,VH_01,Car,Petrol,1500.0,3,58.26,2632.6,82.4,59.9,3.43
2024-01-15T11:03:06,VH_01,Car,Petrol,1500.0,5,82.82,2177.1,95.1,58.6,4.03
2024-01-16T08:36:31,VH_01,Car,Petrol,1500.0,2,44.1,2129.8,97.2,47.3,3.24
2024-01-16T09:13:54,VH_01,Car,Petrol,1500.0,4,76.73,2332.3,94.0,59.9,5.33
2024-01-16T09:19:33,VH_01,Car,Petrol,1500.0,2,35.13,2107.4,89.2,49.6,2.23
2024-01-16T09:30:05,VH_01,Car,Petrol,1500.0,1,23.82,1573.7,83.0,45.1,3.14
2024-01-16T09:39:22,VH_01,Car,Petrol,1500.0,1,21.48,1268.3,92.5,49.4,2.39
2024-01-16T09:49:47,VH_01,Car,Petrol,1500.0,3,61.06,2478.5,89.7,55.1,3.54
2024-01-16T10:10:44,VH_01,Car,Petrol,1500.0,3,59.18,2299.6,96.9,48.8,2.97
2024-01-16T10:13:48,VH_01,Car,Petrol,1500.0,4,73.89,2628.6,101.8,50.3,5.19
2024-01-16T10:33:45,VH_01,Car,Petrol,1500.0,5,68.65,1601.3,97.6,45.2,2.86
2024-01-16T10:39:47,VH_01,Car,Petrol,1500.0,3,44.08,2178.4,69.6,53.1,4.13
2024-01-16T10:48:14,VH_01,Car,Petrol,1500.0,1,17.01,1580.7,84.9,40.5,2.66
2024-01-16T10:50:49,VH_01,Car,Petrol,1500.0,1,17.39,1451.7,88.4,54.5,2.43
2024-01-16T11:05:06,VH_01,Car,Petrol,1500.0,4,75.1,2019.1,106.2,42.5,4.74
2024-01-17T08:02:14,VH_01,Car,Petrol,1500.0,5,85.03,2549.6,90.0,50.9,2.09
2024-01-17T08:15:08,VH_01,Car,Petrol,1500.0,4,72.82,2270.1,94.8,46.6,4.19
2024-01-17T08:22:29,VH_01,Car,Petrol,1500.0,1,23.67,1651.8,81.1,43.8,2.26
2024-01-17T08:45:13,VH_01,Car,Petrol,1500.0,3,54.75,2481.2,96.7,43.1,3.85
2024-01-17T09:04:00,VH_01,Car,Petrol,1500.0,5,83.35,1916.1,108.0,47.7,2.6
2024-01-17T09:06:19,VH_01,Car,Petrol,1500.0,3,53.08,2327.9,86.2,49.8,3.12
2024-01-17T09:09:43,VH_01,Car,Petrol,1500.0,4,69.64,2113.3,94.6,42.0,4.74
2024-01-17T09:10:48,VH_01,Car,Petrol,1500.0,5,94.24,2151.5,81.5,65.8,2.13
2024-01-17T09:50:18,VH_01,Car,Petrol,1500.0,5,86.63,1979.8,93.7,32.0,4.53
2024-01-17T10:20:20,VH_01,Car,Petrol,1500.0,3,54.49,2555.4,80.6,43.2,4.34
2024-01-17T11:02:26,VH_01,Car,Petrol,1500.0,1,23.21,1473.7,85.4,43.9,2.17
2024-01-17T11:07:38,VH_01,Car,Petrol,1500.0,3,62.39,2168.3,88.5,47.8,4.05
2024-01-18T08:10:10,VH_01,Car,Petrol,1500.0,2,37.42,1646.2,85.5,45.9,2.52
2024-01-18T08:24:48,VH_01,Car,Petrol,1500.0,2,33.01,1801.9,87.3,51.0,3.52
2024-01-18T08:33:12,VH_01,Car,Petrol,1500.0,4,75.86,2196.6,84.8,52.6,3.46
2024-01-18T08:35:24,VH_01,Car,Petrol,1500.0,1,21.66,1546.4,77.8,38.0,2.14
2024-01-18T08:48:22,VH_01,Car,Petrol,1500.0,3,62.72,2425.3,94.0,52.2,5.66
2024-01-18T08:52:27,VH_01,Car,Petrol,1500.0,1,17.01,1166.1,87.7,41.7,2.79
2024-01-18T09:08:25,VH_01,Car,Petrol,1500.0,1,17.11,1644.3,79.4,42.4,2.74
2024-01-18T09:18:28,VH_01,Car,Petrol,1500.0,4,71.91,1760.3,86.2,50.0,3.94
2024-01-18T09:21:51,VH_01,Car,Petrol,1500.0,4,74.25,1784.0,94.1,59.1,4.07
2024-01-18T09:25:17,VH_01,Car,Petrol,1500.0,5,82.96,2123.1,95.6,72.1,3.29
2024-01-18T09:49:17,VH_01,Car,Petrol,1500.0,2,39.56,2107.5,94.2,49.4,2.84
2024-01-18T09:51:33,VH_01,Car,Petrol,1500.0,3,63.3,2609.5,106.8,49.6,3.64
2024-01-18T09:59:11,VH_01,Car,Petrol,1500.0,1,14.64,1521.1,78.3,42.0,2.66
2024-01-18T10:15:19,VH_01,Car,Petrol,1500.0,1,18.45,1266.0,76.0,47.7,2.88
2024-01-18T10:21:28,VH_01,Car,Petrol,1500.0,4,69.64,2571.9,96.4,55.6,5.73
2024-01-18T10:28:54,VH_01,Car,Petrol,1500.0,4,73.13,2402.3,89.0,65.8,3.68
2024-01-18T10:35:43,VH_01,Car,Petrol,1500.0,2,38.74,1975.0,86.8,42.7,2.5
2024-01-18T10:46:51,VH_01,Car,Petrol,1500.0,3,65.96,2895.1,89.2,35.1,3.07
2024-01-18T10:49:30,VH_01,Car,Petrol,1500.0,3,57.99,2856.3,86.7,51.4,3.7
2024-01-18T10:51:56,VH_01,Car,Petrol,1500.0,2,38.71,2276.8,87.3,35.0,3.51
2024-01-19T08:03:28,VH_01,Car,Petrol,1500.0,3,60.71,2319.5,103.0,49.9,2.76
2024-01-19T08:07:23,VH_01,Car,Petrol,1500.0,2,27.35,2090.3,97.2,47.8,3.94
2024-01-19T08:14:47,VH_01,Car,Petrol,1500.0,4,72.62,2263.7,102.5,39.1,4.15
2024-01-19T08:28:14,VH_01,Car,Petrol,1500.0,2,50.88,2042.6,94.0,62.3,1.89
2024-01-19T08:38:33,VH_01,Car,Petrol,1500.0,5,82.3,2037.6,96.1,66.9,4.56
2024-01-19T08:42:42,VH_01,Car,Petrol,1500.0,5,90.8,2515.2,108.8,47.8,4.58
2024-01-19T08:45:09,VH_01,Car,Petrol,1500.0,1,17.87,1633.9,86.8,40.3,2.24
2024-01-19T09:13:40,VH_01,Car,Petrol,1500.0,2,45.39,2049.0,82.1,50.4,1.98
2024-01-19T09:23:19,VH_01,Car,Petrol,1500.0,1,22.54,1790.7,92.9,42.4,2.29
2024-01-19T09:23:48,VH_01,Car,Petrol,1500.0,4,68.94,1823.6,84.7,44.0,3.39
2024-01-19T09:34:36,VH_01,Car,Petrol,1500.0,1,22.65,1286.0,77.4,41.5,2.48
2024-01-19T09:37:50,VH_01,Car,Petrol,1500.0,1,20.4,1525.6,81.6,49.2,2.17
2024-01-19T09:52:30,VH_01,Car,Petrol,1500.0,3,57.42,2156.1,92.1,44.7,3.46
2024-01-19T09:55:51,VH_01,Car,Petrol,1500.0,3,64.22,2202.6,74.9,45.5,2.57
2024-01-19T09:57:49,VH_01,Car,Petrol,1500.0,5,79.13,1929.8,77.8,49.1,3.01
2024-01-19T10:02:10,VH_01,Car,Petrol,1500.0,2,52.29,2311.9,84.0,49.7,2.5
2024-01-19T10:22:45,VH_01,Car,Petrol,1500.0,4,66.86,1649.4,108.4,43.2,3.82
2024-01-20T08:21:02,VH_01,Car,Petrol,1500.0,2,58.09,1765.5,91.1,51.1,3.31
2024-01-20T08:49:18,VH_01,Car,Petrol,1500.0,2,47.61,1998.0,96.9,48.5,2.48
2024-01-20T08:55:56,VH_01,Car,Petrol,1500.0,2,37.38,1897.0,85.1,45.4,3.24
2024-01-20T09:33:40,VH_01,Car,Petrol,1500.0,5,81.55,1874.5,83.8,56.4,4.0
2024-01-20T09:40:17,VH_01,Car,Petrol,1500.0,5,90.24,2349.8,101.3,50.5,3.28
2024-01-20T09:44:26,VH_01,Car,Petrol,1500.0,3,65.1,2972.2,81.4,39.7,3.66
2024-01-20T09:56:38,VH_01,Car,Petrol,1500.0,5,86.99,1375.1,113.6,37.5,2.48
2024-01-20T10:15:10,VH_01,Car,Petrol,1500.0,2,37.02,1628.8,72.7,53.6,2.18
2024-01-20T10:29:02,VH_01,Car,Petrol,1500.0,1,29.66,1389.6,97.8,42.2,2.59
2024-01-20T10:33:05,VH_01,Car,Petrol,1500.0,4,68.87,2239.4,77.9,54.6,3.88
2024-01-20T10:39:44,VH_01,Car,Petrol,1500.0,3,52.35,2197.1,94.3,64.4,3.51
2024-01-20T10:40:12,VH_01,Car,Petrol,1500.0,3,54.81,2445.1,99.6,45.5,2.94
2024-01-20T11:17:22,VH_01,Car,Petrol,1500.0,5,90.78,2022.4,91.2,48.6,3.64
2024-01-21T08:07:23,VH_01,Car,Petrol,1500.0,5,83.47,2339.1,92.4,59.0,4.09
2024-01-21T08:13:58,VH_01,Car,Petrol,1500.0,4,64.23,1765.8,92.5,43.5,4.38
